setting,target,control,predictor,rho,p,ci_lo,ci_hi,n,k_controls,controls,n_boot,n_boot_valid,p_holm,q_bh
gemma_2_2b,collateral_raw,none,act_mean_firing,0.3754217959613272,1.782037267359559e-11,0.2718229604398767,0.47077710657099103,300,0,,10000,10000,2.1384447208314706e-10,4.232338509978952e-11
gemma_2_2b,collateral_raw,none,act_std,0.4877925905045102,2.443215531619794e-19,0.3924050993348874,0.5745720458727659,300,0,,10000,10000,4.15346640375365e-18,1.5388400828456343e-18
gemma_2_2b,collateral_raw,none,act_max,0.32354936048936433,9.713625866603713e-09,0.2172169739335112,0.4241580257659205,300,0,,10000,10000,8.742263279943342e-08,1.6778081042315505e-08
gemma_2_2b,collateral_raw,none,coact_entropy,0.14008888164919683,0.015171169357725093,0.025017607043768233,0.2517315142658989,300,0,,10000,10000,0.07585584678862546,0.019216814519785116
gemma_2_2b,collateral_raw,none,coact_count,-0.16419494770048035,0.004352103277694709,-0.2740116262773388,-0.050703834621773684,300,0,,10000,10000,0.026112619666168253,0.0059064258768713905
gemma_2_2b,collateral_raw,none,logit_l2,0.22210480991580858,0.00010468294086421915,0.10600668915106637,0.32968232152656424,300,0,,10000,10000,0.000732780586049534,0.0001529981443400126
gemma_2_2b,collateral_raw,none,logit_linf,0.08643902144128596,0.13525022863561575,-0.032194207264084444,0.19959471597688366,300,0,,10000,10000,0.541000914542463,0.1592374770622706
gemma_2_2b,collateral_raw,none,logit_entropy,0.015144206763828185,0.793918770601142,-0.09656104217247,0.12566136244713608,300,0,,10000,10000,1.0,0.8380253689678722
gemma_2_2b,collateral_raw,none,logit_top10_mass,-0.08487762148744385,0.14247563737150526,-0.193809916666841,0.02777345062494731,300,0,,10000,10000,0.541000914542463,0.1592374770622706
gemma_2_2b,collateral_raw,primary,crowding,0.24635340889467128,1.7545339017689358e-05,0.1295692631844238,0.36203720083021107,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.00026318008526534037,9.942358776690635e-05
gemma_2_2b,collateral_raw,primary,crowd_max,0.16143192861076214,0.005292836766160074,0.04210540588958624,0.27969672039845506,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.06351404119392089,0.014996370837453544
gemma_2_2b,collateral_raw,primary,dec_norm,0.0496352459067697,0.39403835980388857,-0.0751086885520037,0.17484460409933864,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,1.0,0.4784751511904361
gemma_2_2b,collateral_raw,primary,enc_norm,0.07016507101901794,0.2279755431579617,-0.03856297452615541,0.18049659246178604,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,1.0,0.2981218641296422
gemma_2_2b,collateral_raw,primary,enc_dec_cos,-0.4528390009839794,2.0150387846936997e-16,-0.5483246314036704,-0.3445439906671963,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,3.4255659339792894e-15,3.4255659339792894e-15
gemma_2_2b,collateral_raw,primary,bin_entropy,,,,,300,3,"effect_l2,act_mean_firing,frequency",10000,0,,
gemma_2_2b,collateral_raw,primary,act_entropy,0.0930550220285926,0.10951144547207098,-0.021543553258308673,0.19294024546504268,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.8219016257535929,0.1692449611841097
gemma_2_2b,collateral_raw,primary,act_kurtosis,-0.13595384827663334,0.019078205235366495,-0.23705993687858848,-0.03262701042618424,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.19078205235366494,0.040541186125153804
gemma_2_2b,collateral_raw,primary,act_mag,0.08042260807928059,0.16685700268071232,-0.019568384629973037,0.17693699815926525,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,1.0,0.23638075379767579
gemma_2_2b,collateral_raw,primary,act_std,0.003095561041055837,0.9576338296993734,-0.11256828061905229,0.12012991527375973,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,1.0,1.0
gemma_2_2b,collateral_raw,primary,act_max,-0.17335981440150836,0.0027197103660083414,-0.27835990534415533,-0.056223825028506466,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.03807594512411678,0.011558769055535451
gemma_2_2b,collateral_raw,primary,coact_entropy,-0.2947538888332926,2.2954216039211892e-07,-0.38343148861665405,-0.18987776870609294,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,3.6726745662739028e-06,1.9511083633330108e-06
gemma_2_2b,collateral_raw,primary,coact_count,-0.1682562400593107,0.003635050523555347,-0.28372173585961086,-0.04459601781980888,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.04725565680621951,0.01235917178008818
gemma_2_2b,collateral_raw,primary,logit_l2,-0.0186381866382318,0.7490608272317317,-0.13097060654023251,0.09435079906630423,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,1.0,0.8489356041959627
gemma_2_2b,collateral_raw,primary,logit_linf,-0.1233697845952212,0.033563597649328036,-0.22571406649136508,-0.01324029800543441,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.3020723788439523,0.06339790667095296
gemma_2_2b,collateral_raw,primary,logit_entropy,0.09486860857497414,0.10273770321919912,-0.021878316639201284,0.2090559267153077,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.8219016257535929,0.1692449611841097
gemma_2_2b,collateral_raw,primary,logit_top10_mass,-0.14709312119014156,0.01114601027480286,-0.2544515586379119,-0.03536564320042523,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.12260611302283146,0.027068882095949803
gemma_2_2b,collateral_raw,robust,crowding,0.4763840444217409,2.745030002489672e-18,0.37247565054436277,0.5736517969489009,300,2,"frequency,act_mean_firing",10000,10000,4.392048003983475e-17,2.3332755021162212e-17
gemma_2_2b,collateral_raw,robust,crowd_max,0.33957862268816524,1.7752717741066712e-09,0.22200076344318212,0.45156086214414054,300,2,"frequency,act_mean_firing",10000,10000,2.4853804837493397e-08,7.00291717542059e-09
gemma_2_2b,collateral_raw,robust,dec_norm,0.022165978283207974,0.703141822278216,-0.09584065469163737,0.14067424332367418,300,2,"frequency,act_mean_firing",10000,10000,1.0,0.7968940652486448
gemma_2_2b,collateral_raw,robust,enc_norm,0.35619848768990897,2.4202577294603334e-10,0.24552329239590542,0.45485068022298075,300,2,"frequency,act_mean_firing",10000,10000,3.6303865941905e-09,1.3714793800275224e-09
gemma_2_2b,collateral_raw,robust,enc_dec_cos,-0.5865979200552014,6.124960563808729e-29,-0.661629831628746,-0.4970598000439142,300,2,"frequency,act_mean_firing",10000,10000,1.0412432958474838e-27,1.0412432958474838e-27
gemma_2_2b,collateral_raw,robust,bin_entropy,,,,,300,2,"frequency,act_mean_firing",10000,0,,
gemma_2_2b,collateral_raw,robust,act_entropy,0.1732583778725568,0.002690398313557719,0.032786867605705886,0.2787793401780059,300,2,"frequency,act_mean_firing",10000,10000,0.02421358482201947,0.00508186348116458
gemma_2_2b,collateral_raw,robust,act_kurtosis,-0.21187766128045424,0.00022949662888257767,-0.3080442407042059,-0.11276397814813274,300,2,"frequency,act_mean_firing",10000,10000,0.002612839779784058,0.0005573489558576886
gemma_2_2b,collateral_raw,robust,act_mag,0.1486148822496494,0.010199542015197391,0.05352380373506142,0.23615626278196203,300,2,"frequency,act_mean_firing",10000,10000,0.07139679410638174,0.015762928568941424
gemma_2_2b,collateral_raw,robust,act_std,0.05981990924792477,0.3033698498393896,-0.06353552636172198,0.17825502728816325,300,2,"frequency,act_mean_firing",10000,10000,1.0,0.3683776748049731
gemma_2_2b,collateral_raw,robust,act_max,-0.21262945618210297,0.00021773664831533819,-0.31683535408380653,-0.09633624769144829,300,2,"frequency,act_mean_firing",10000,10000,0.002612839779784058,0.0005573489558576886
gemma_2_2b,collateral_raw,robust,coact_entropy,-0.3382991950421852,2.0596815221825266e-09,-0.4241753659000489,-0.23471411909274653,300,2,"frequency,act_mean_firing",10000,10000,2.6775859788372844e-08,7.00291717542059e-09
gemma_2_2b,collateral_raw,robust,coact_count,-0.1691472338722063,0.003402793190245534,-0.27921625008475387,-0.05316237709710647,300,2,"frequency,act_mean_firing",10000,10000,0.027222345521964272,0.005784748423417408
gemma_2_2b,collateral_raw,robust,logit_l2,0.18107660408403686,0.0016968981381637726,0.06733937906187663,0.29076248185483117,300,2,"frequency,act_mean_firing",10000,10000,0.016968981381637726,0.003605908543598017
gemma_2_2b,collateral_raw,robust,logit_linf,0.06594491176771174,0.25644361302886715,-0.05469882376071437,0.1866566984716758,300,2,"frequency,act_mean_firing",10000,10000,1.0,0.3353493401146724
gemma_2_2b,collateral_raw,robust,logit_entropy,-0.0025581113026334375,0.9649248682197318,-0.11213692885187805,0.10580586320232001,300,2,"frequency,act_mean_firing",10000,10000,1.0,1.0
gemma_2_2b,collateral_raw,robust,logit_top10_mass,-0.0857210672481327,0.13987022223606815,-0.1977991543432234,0.02835708328934734,300,2,"frequency,act_mean_firing",10000,10000,0.8392213334164089,0.19814948150109654
gemma_2_2b,collateral_raw,effect_only,crowding,0.26738118209369954,2.735396805967232e-06,0.15025266837799095,0.38159261499513536,300,1,effect_l2,10000,10000,3.2824761671606784e-05,6.496567414172176e-06
gemma_2_2b,collateral_raw,effect_only,crowd_max,0.22433939832847064,9.118232646800654e-05,0.10887964739390739,0.3360347432442837,300,1,effect_l2,10000,10000,0.0007294586117440523,0.00014437201690767703
gemma_2_2b,collateral_raw,effect_only,dec_norm,0.011821533595814155,0.8386939786083794,-0.1145051692383181,0.13529479964658972,300,1,effect_l2,10000,10000,1.0,0.8386939786083794
gemma_2_2b,collateral_raw,effect_only,enc_norm,0.03982155848206106,0.4927338978102846,-0.06989263008922746,0.1536631842569041,300,1,effect_l2,10000,10000,1.0,0.5507025916703181
gemma_2_2b,collateral_raw,effect_only,enc_dec_cos,-0.36681675254579743,5.91499654282015e-11,-0.4670128133835491,-0.2548341200038178,300,1,effect_l2,10000,10000,7.689495505666195e-10,1.6054990616226124e-10
gemma_2_2b,collateral_raw,effect_only,frequency,0.468201451529161,1.0736309696434654e-17,0.3669110222841338,0.5639711999044188,300,1,effect_l2,10000,10000,1.9325357453582377e-16,6.799662807741948e-17
gemma_2_2b,collateral_raw,effect_only,bin_entropy,0.468201451529161,1.0736309696434654e-17,0.3669110222841338,0.5639711999044188,300,1,effect_l2,10000,10000,1.9325357453582377e-16,6.799662807741948e-17
gemma_2_2b,collateral_raw,effect_only,act_entropy,0.46031646511296376,4.36453596707102e-17,0.3570828128262404,0.557190896964584,300,1,effect_l2,10000,10000,6.983257547313632e-16,2.0731545843587346e-16
gemma_2_2b,collateral_raw,effect_only,act_kurtosis,-0.3875355408787444,3.747863878421527e-12,-0.49017857034242046,-0.27926983344710066,300,1,effect_l2,10000,10000,5.247009429790138e-11,1.1868235615001503e-11
gemma_2_2b,collateral_raw,effect_only,act_mag,0.4957875169748107,5.913596048020805e-20,0.4001758894361905,0.5851776987286229,300,1,effect_l2,10000,10000,1.123583249123953e-18,1.123583249123953e-18
gemma_2_2b,collateral_raw,effect_only,act_mean_firing,0.236847273721372,3.5136172741486294e-05,0.1255393943816771,0.3471043291111847,300,1,effect_l2,10000,10000,0.00035136172741486295,6.675872820882396e-05
gemma_2_2b,collateral_raw,effect_only,act_std,0.44202324364154444,9.859030318013013e-16,0.34387388469238417,0.5342293964004762,300,1,effect_l2,10000,10000,1.478854547701952e-14,3.746431520844945e-15
gemma_2_2b,collateral_raw,effect_only,act_max,0.23148279926643223,5.323160377492837e-05,0.12159172717365417,0.3414489967626571,300,1,effect_l2,10000,10000,0.0004790844339743553,9.194549742942174e-05
gemma_2_2b,collateral_raw,effect_only,coact_entropy,0.26565144204246277,3.1888009538140667e-06,0.15238039709882062,0.3758899132207683,300,1,effect_l2,10000,10000,3.5076810491954733e-05,6.731913124718585e-06
gemma_2_2b,collateral_raw,effect_only,coact_count,-0.12960603772157783,0.025014967542149873,-0.24326903471253727,-0.008955549360116588,300,1,effect_l2,10000,10000,0.12507483771074937,0.03168562555338984
gemma_2_2b,collateral_raw,effect_only,logit_l2,-0.015076360569545089,0.7951588833812757,-0.12739622505179515,0.09787173101454165,300,1,effect_l2,10000,10000,1.0,0.8386939786083794
gemma_2_2b,collateral_raw,effect_only,logit_linf,-0.13725819105239367,0.01756204667063579,-0.24022773947889955,-0.02717211649934684,300,1,effect_l2,10000,10000,0.10537228002381474,0.023834206195862857
gemma_2_2b,collateral_raw,effect_only,logit_entropy,0.10952463970394498,0.058541670054326804,-0.005560715524455529,0.22301257953616452,300,1,effect_l2,10000,10000,0.23416668021730722,0.06951823318951308
gemma_2_2b,collateral_raw,effect_only,logit_top10_mass,-0.15422453496827435,0.007548526563598802,-0.26178720577588976,-0.043619492191471126,300,1,effect_l2,10000,10000,0.05283968594519162,0.011032461900644403
gemma_2_2b,collateral_ctilde,none,crowding,0.06909143434927055,0.23281878235124578,-0.05362212323279321,0.19185173982670567,300,0,,10000,10000,0.4987789148465952,0.24575315914853724
gemma_2_2b,collateral_ctilde,none,crowd_max,0.11426594898453932,0.04800061007793402,-0.007151433451315604,0.23175090114733982,300,0,,10000,10000,0.2666946816415266,0.06080077276538309
gemma_2_2b,collateral_ctilde,none,dec_norm,0.042093610693278376,0.4676174636830428,-0.08609483224407262,0.16739594385885753,300,0,,10000,10000,0.4987789148465952,0.4676174636830428
gemma_2_2b,collateral_ctilde,none,enc_norm,-0.11879598662207358,0.039753221564709756,-0.23213558899662212,-0.0020642784327752446,300,0,,10000,10000,0.2666946816415266,0.05395080069496324
gemma_2_2b,collateral_ctilde,none,enc_dec_cos,-0.14447028794434338,0.012244877495233694,-0.25834855919266325,-0.028340443055965593,300,0,,10000,10000,0.12244877495233694,0.022145969716294567
gemma_2_2b,collateral_ctilde,none,frequency,0.4709080264214696,5.7939880634624314e-18,0.36122191286719524,0.5689147428118033,300,0,,10000,10000,1.100857732057862e-16,5.50428866028931e-17
gemma_2_2b,collateral_ctilde,none,bin_entropy,0.4709080264214696,5.7939880634624314e-18,0.36122191286719524,0.5689147428118033,300,0,,10000,10000,1.100857732057862e-16,5.50428866028931e-17
gemma_2_2b,collateral_ctilde,none,act_entropy,0.46854876165290726,8.894611531988855e-18,0.35951428745587966,0.5677833330916396,300,0,,10000,10000,1.5120839604381053e-16,5.633253970259608e-17
gemma_2_2b,collateral_ctilde,none,act_kurtosis,-0.39998266647407194,5.940351644587806e-13,-0.502112512672579,-0.2882118050610329,300,0,,10000,10000,8.91052746688171e-12,2.2573336249433665e-12
gemma_2_2b,collateral_ctilde,none,act_mag,0.42913854598384427,7.158618843481094e-15,0.31977572212514627,0.526268415789982,300,0,,10000,10000,1.145379014956975e-13,3.40034395065352e-14
gemma_2_2b,collateral_ctilde,none,act_mean_firing,0.11979866442960477,0.0380992402345038,-0.0014396038507158715,0.23278044860494285,300,0,,10000,10000,0.2666946816415266,0.05395080069496324
gemma_2_2b,collateral_ctilde,none,act_std,0.3386593184368715,1.7432806731332066e-09,0.22232056131265376,0.44254005582556133,300,0,,10000,10000,2.4405929423864893e-08,5.520388798255155e-09
gemma_2_2b,collateral_ctilde,none,act_max,0.1366299625551395,0.017897352821976957,0.02022164572780988,0.24736356114661723,300,0,,10000,10000,0.14317882257581566,0.028337475301463518
gemma_2_2b,collateral_ctilde,none,coact_entropy,0.2984811273993205,1.3727976321082778e-07,0.18577375082342015,0.4071710064188287,300,0,,10000,10000,1.784636921740761e-06,3.7261650014367544e-07
gemma_2_2b,collateral_ctilde,none,coact_count,-0.08012985935055887,0.1662596382821984,-0.19246813913827326,0.03687594475963567,300,0,,10000,10000,0.4987789148465952,0.1858195957271629
gemma_2_2b,collateral_ctilde,none,logit_l2,-0.10777630862565139,0.06226816348259841,-0.22487630777535822,0.014460239356960367,300,0,,10000,10000,0.2666946816415266,0.07394344413558561
gemma_2_2b,collateral_ctilde,none,logit_linf,-0.2207308970099668,0.0001157941631003908,-0.3276405049318709,-0.10965666681970558,300,0,,10000,10000,0.0013895299572046897,0.00027501113736342817
gemma_2_2b,collateral_ctilde,none,logit_entropy,0.14353919828194386,0.012821350888381065,0.026052488930209703,0.25631205152862957,300,0,,10000,10000,0.12244877495233694,0.022145969716294567
gemma_2_2b,collateral_ctilde,none,logit_top10_mass,-0.18743274925276948,0.0011069440406085702,-0.294650210055526,-0.07499279158223993,300,0,,10000,10000,0.012176384446694272,0.002336881863506982
gemma_2_2b,collateral_ctilde,primary,crowding,0.24877449884519157,1.4404195264850971e-05,0.12757281557247505,0.359891697784363,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.00021606292897276456,8.162377316748883e-05
gemma_2_2b,collateral_ctilde,primary,crowd_max,0.17233423685384933,0.002884786031675178,0.052826649719806565,0.2877729566133783,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.03750221841177731,0.008926307603942476
gemma_2_2b,collateral_ctilde,primary,dec_norm,0.08006008480667501,0.16878381735458362,-0.04202070884432751,0.20350900322791354,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,1.0,0.22777632022091718
gemma_2_2b,collateral_ctilde,primary,enc_norm,0.07675903123654411,0.18709893580277204,-0.03421012929434103,0.18479216585981081,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,1.0,0.22777632022091718
gemma_2_2b,collateral_ctilde,primary,enc_dec_cos,-0.4155369129698489,7.922329357019541e-14,-0.5053222388367128,-0.312061193486737,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,1.346795990693322e-12,1.346795990693322e-12
gemma_2_2b,collateral_ctilde,primary,bin_entropy,,,,,300,3,"effect_l2,act_mean_firing,frequency",10000,0,,
gemma_2_2b,collateral_ctilde,primary,act_entropy,0.11120195201062925,0.05558446120094101,-0.009640610741263168,0.2171919038959996,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.44467568960752807,0.09449358404159972
gemma_2_2b,collateral_ctilde,primary,act_kurtosis,-0.13024152723240343,0.024790874110665672,-0.2357888514534657,-0.025122679924102515,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.22311786699599104,0.0468272066534796
gemma_2_2b,collateral_ctilde,primary,act_mag,-0.0074043036532441394,0.898887286235853,-0.10049501929698086,0.10773662067461687,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,1.0,0.9550677416255938
gemma_2_2b,collateral_ctilde,primary,act_std,-0.07667552113666985,0.18758049900546123,-0.18525425811759202,0.04801703347543718,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,1.0,0.22777632022091718
gemma_2_2b,collateral_ctilde,primary,act_max,-0.2079345594128163,0.00030870802282651036,-0.3109329013795489,-0.09085680033026734,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.004321912319571145,0.001312009097012669
gemma_2_2b,collateral_ctilde,primary,coact_entropy,-0.3025066155412784,1.0584175886819203e-07,-0.3945538572689064,-0.19564411187070493,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,1.6934681418910724e-06,8.996549503796322e-07
gemma_2_2b,collateral_ctilde,primary,coact_count,-0.14783274270352878,0.010741697576441679,-0.2612911791155522,-0.031586193090446975,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.11815867334085847,0.02608697982850122
gemma_2_2b,collateral_ctilde,primary,logit_l2,-0.009336333314244188,0.8727042733466359,-0.12413411133190606,0.10416916550398411,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,1.0,0.9550677416255938
gemma_2_2b,collateral_ctilde,primary,logit_linf,-0.13835257576051857,0.017044105176405453,-0.2434854757844513,-0.030861536628994126,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.17044105176405452,0.03621872349986159
gemma_2_2b,collateral_ctilde,primary,logit_entropy,0.10439915900778284,0.07241381591393291,-0.011581212307892884,0.21667556659001652,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.5068967113975303,0.11191226095789632
gemma_2_2b,collateral_ctilde,primary,logit_top10_mass,-0.17079051071510268,0.0031504615072738148,-0.2751572844848619,-0.06365640411367193,300,3,"effect_l2,act_mean_firing,frequency",10000,10000,0.037805538087285775,0.008926307603942476
gemma_2_2b,collateral_ctilde,robust,crowding,0.038175678304478336,0.5115127160773685,-0.08195910463579109,0.16020363213334268,300,2,"frequency,act_mean_firing",10000,10000,1.0,0.5529216662354308
gemma_2_2b,collateral_ctilde,robust,crowd_max,0.03737664001440933,0.520396862339229,-0.07976606235531444,0.15780409449949837,300,2,"frequency,act_mean_firing",10000,10000,1.0,0.5529216662354308
gemma_2_2b,collateral_ctilde,robust,dec_norm,0.08630334127694249,0.13718927209254678,-0.03985165976748159,0.2112247910491222,300,2,"frequency,act_mean_firing",10000,10000,0.9603249046478275,0.21201978414302686
gemma_2_2b,collateral_ctilde,robust,enc_norm,-0.1012949382226151,0.08085168277408919,-0.21181754041803694,0.011213229156261282,300,2,"frequency,act_mean_firing",10000,10000,0.6801388467560536,0.13744786071595164
gemma_2_2b,collateral_ctilde,robust,enc_dec_cos,-0.22143424571375364,0.00011599535708213906,-0.33597573215527227,-0.10590473529944633,300,2,"frequency,act_mean_firing",10000,10000,0.001855925713314225,0.000985960535198182
gemma_2_2b,collateral_ctilde,robust,bin_entropy,,,,,300,2,"frequency,act_mean_firing",10000,0,,
gemma_2_2b,collateral_ctilde,robust,act_entropy,0.052911608695700454,0.36271970082144084,-0.05530798277162161,0.15470815481917743,300,2,"frequency,act_mean_firing",10000,10000,1.0,0.4634166583748955
gemma_2_2b,collateral_ctilde,robust,act_kurtosis,-0.06860532635921754,0.23771166133074223,-0.17693230495183415,0.039031523038822374,300,2,"frequency,act_mean_firing",10000,10000,1.0,0.33675818688521814
gemma_2_2b,collateral_ctilde,robust,act_mag,-0.05086159390565701,0.38163724807344335,-0.14168742759408764,0.06728928094960235,300,2,"frequency,act_mean_firing",10000,10000,1.0,0.4634166583748955
gemma_2_2b,collateral_ctilde,robust,act_std,-0.10309671019774602,0.07557098297289484,-0.20681919566525495,0.014352007245281989,300,2,"frequency,act_mean_firing",10000,10000,0.6801388467560536,0.13744786071595164
gemma_2_2b,collateral_ctilde,robust,act_max,-0.15952751186432593,0.005780226113460397,-0.26299760073891293,-0.04436560759352001,300,2,"frequency,act_mean_firing",10000,10000,0.07514293947498515,0.01965276878576535
gemma_2_2b,collateral_ctilde,robust,coact_entropy,-0.23204223709816682,5.2508935116027214e-05,-0.32401157908058303,-0.12455551977608362,300,2,"frequency,act_mean_firing",10000,10000,0.0008926518969724626,0.0008926518969724626
gemma_2_2b,collateral_ctilde,robust,coact_count,-0.12477968520499282,0.03128715068516285,-0.24296429731009578,-0.0051872421141935495,300,2,"frequency,act_mean_firing",10000,10000,0.34415865753679137,0.07598308023539549
gemma_2_2b,collateral_ctilde,robust,logit_l2,-0.11176715424971151,0.05393799019358362,-0.2291352660844008,0.01382474568223913,300,2,"frequency,act_mean_firing",10000,10000,0.5393799019358362,0.11461822916136519
gemma_2_2b,collateral_ctilde,robust,logit_linf,-0.21282540111269707,0.00021476539898614196,-0.3173954081182916,-0.09896732667843312,300,2,"frequency,act_mean_firing",10000,10000,0.0032214809847921294,0.0012170039275881377
gemma_2_2b,collateral_ctilde,robust,logit_entropy,0.14098675276046244,0.014860605431920729,0.02224099066719008,0.25689098434897295,300,2,"frequency,act_mean_firing",10000,10000,0.17832726518304876,0.0421050487237754
gemma_2_2b,collateral_ctilde,robust,logit_top10_mass,-0.1814392630960176,0.0016602522736042856,-0.2850571962941681,-0.0728228838613967,300,2,"frequency,act_mean_firing",10000,10000,0.023243531830459997,0.007056072162818214
gemma_2_2b,collateral_ctilde,effect_only,crowding,0.26613902783666454,3.0542104106242944e-06,0.14696562612142372,0.37821129508651474,300,1,effect_l2,10000,10000,3.359631451686724e-05,6.447777533540177e-06
gemma_2_2b,collateral_ctilde,effect_only,crowd_max,0.23512357758544256,4.019614650645704e-05,0.11886440454819326,0.3444963145047753,300,1,effect_l2,10000,10000,0.00040196146506457035,7.637267836226837e-05
gemma_2_2b,collateral_ctilde,effect_only,dec_norm,0.03652264329358355,0.529283474682394,-0.08900047429810413,0.15770509624667758,300,1,effect_l2,10000,10000,1.0,0.5915521187626757
gemma_2_2b,collateral_ctilde,effect_only,enc_norm,0.033459509232018854,0.5644077165869952,-0.07687959094405435,0.13870663759300128,300,1,effect_l2,10000,10000,1.0,0.5957637008418283
gemma_2_2b,collateral_ctilde,effect_only,enc_dec_cos,-0.32639464203336155,7.501499550464333e-09,-0.42608238514846075,-0.21482512575882365,300,1,effect_l2,10000,10000,9.751949415603633e-08,2.0361213065546044e-08
gemma_2_2b,collateral_ctilde,effect_only,frequency,0.48181679203402106,8.73766928458438e-19,0.380469589922572,0.5753061590626899,300,1,effect_l2,10000,10000,1.6466663538553238e-17,5.5338572135701075e-18
gemma_2_2b,collateral_ctilde,effect_only,bin_entropy,0.48181679203402106,8.73766928458438e-19,0.380469589922572,0.5753061590626899,300,1,effect_l2,10000,10000,1.6466663538553238e-17,5.5338572135701075e-18
gemma_2_2b,collateral_ctilde,effect_only,act_entropy,0.47647293633468957,2.3702404728185277e-18,0.3730946216945731,0.5707783371087742,300,1,effect_l2,10000,10000,3.7923847565096444e-17,1.1258642245888006e-17
gemma_2_2b,collateral_ctilde,effect_only,act_kurtosis,-0.4029030354118164,4.256632877139651e-13,-0.5009195259240145,-0.29884689350097043,300,1,effect_l2,10000,10000,5.959286027995511e-12,1.3479337444275563e-12
gemma_2_2b,collateral_ctilde,effect_only,act_mag,0.48186010212031116,8.666665020291178e-19,0.38440065704893345,0.5700874849002417,300,1,effect_l2,10000,10000,1.6466663538553238e-17,5.5338572135701075e-18
gemma_2_2b,collateral_ctilde,effect_only,act_mean_firing,0.21857293477189216,0.00013907095612201683,0.10796707404493129,0.32280447362322395,300,1,effect_l2,10000,10000,0.0012516386050981515,0.00024021346966530182
